threshold,layer,records,max_batch_outliers,target_values,max_batch_outlier_ratio,total_outliers,nonzero_batches,ppl,ppl_err
112.0,5,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,6,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,7,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,8,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,9,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,10,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,11,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,12,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,13,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,14,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,15,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,16,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,17,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,18,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,19,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,20,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,21,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,22,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,23,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,24,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,25,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,26,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,27,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,28,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,29,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,30,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,31,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,32,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,33,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,34,50,0,524288,0.0,0,0,9.9403,0.26739
112.0,35,50,0,524288,0.0,0,0,9.9403,0.26739
12.5,0,50,7160,524288,0.0136566162109375,348819,50,84.8881,2.92925
12.5,1,50,4176,524288,0.007965087890625,207169,50,84.8881,2.92925
12.5,2,50,1410,524288,0.002689361572265625,60929,50,84.8881,2.92925
12.5,3,50,192,524288,0.0003662109375,8290,50,84.8881,2.92925
12.5,4,50,7282,524288,0.013889312744140625,347200,50,84.8881,2.92925
12.5,5,50,5183,524288,0.009885787963867188,252209,50,84.8881,2.92925
12.5,6,50,3846,524288,0.007335662841796875,189381,50,84.8881,2.92925
12.5,7,50,406,524288,0.000774383544921875,17960,50,84.8881,2.92925
12.5,8,50,3994,524288,0.007617950439453125,195012,50,84.8881,2.92925
12.5,9,50,78,524288,0.000148773193359375,2023,50,84.8881,2.92925
12.5,10,50,5902,524288,0.011257171630859375,285405,50,84.8881,2.92925
12.5,11,50,6758,524288,0.012889862060546875,330360,50,84.8881,2.92925
12.5,12,50,3212,524288,0.00612640380859375,144320,50,84.8881,2.92925
12.5,13,50,305,524288,0.0005817413330078125,8093,50,84.8881,2.92925
12.5,14,50,4963,524288,0.009466171264648438,234627,50,84.8881,2.92925
12.5,15,50,380,524288,0.00072479248046875,13840,50,84.8881,2.92925
12.5,16,50,1174,524288,0.002239227294921875,43849,50,84.8881,2.92925
12.5,17,50,150,524288,0.000286102294921875,3553,50,84.8881,2.92925
12.5,18,50,1471,524288,0.0028057098388671875,60476,50,84.8881,2.92925
12.5,19,50,55,524288,0.0001049041748046875,1892,50,84.8881,2.92925
12.5,20,50,136,524288,0.0002593994140625,3581,50,84.8881,2.92925
12.5,21,50,1106,524288,0.002109527587890625,50827,50,84.8881,2.92925
12.5,22,50,2010,524288,0.003833770751953125,73273,50,84.8881,2.92925
12.5,23,50,2786,524288,0.005313873291015625,124667,50,84.8881,2.92925
12.5,24,50,77,524288,0.0001468658447265625,1838,50,84.8881,2.92925
12.5,25,50,1804,524288,0.00344085693359375,71887,50,84.8881,2.92925
12.5,26,50,321,524288,0.0006122589111328125,10640,50,84.8881,2.92925
12.5,27,50,1107,524288,0.0021114349365234375,41076,50,84.8881,2.92925
12.5,28,50,823,524288,0.0015697479248046875,26194,50,84.8881,2.92925
12.5,29,50,617,524288,0.0011768341064453125,26206,50,84.8881,2.92925
12.5,30,50,2809,524288,0.0053577423095703125,132911,50,84.8881,2.92925
12.5,31,50,279,524288,0.0005321502685546875,7513,50,84.8881,2.92925
12.5,32,50,1998,524288,0.003810882568359375,91638,50,84.8881,2.92925
12.5,33,50,82,524288,0.000156402587890625,2144,50,84.8881,2.92925
12.5,34,50,2286,524288,0.004360198974609375,108262,50,84.8881,2.92925
12.5,35,50,7223,524288,0.013776779174804688,347907,50,84.8881,2.92925
13.5,0,50,6666,524288,0.012714385986328125,322125,50,80.9454,2.796
13.5,1,50,4139,524288,0.007894515991210938,204565,50,80.9454,2.796
13.5,2,50,974,524288,0.001857757568359375,41241,50,80.9454,2.796
13.5,3,50,153,524288,0.0002918243408203125,6495,50,80.9454,2.796
13.5,4,50,6551,524288,0.012495040893554688,306845,50,80.9454,2.796
13.5,5,50,4579,524288,0.008733749389648438,224118,50,80.9454,2.796
13.5,6,50,3705,524288,0.0070667266845703125,180933,50,80.9454,2.796
13.5,7,50,218,524288,0.000415802001953125,8745,50,80.9454,2.796
13.5,8,50,3887,524288,0.0074138641357421875,189034,50,80.9454,2.796
13.5,9,50,42,524288,8.0108642578125e-05,897,50,80.9454,2.796
13.5,10,50,5370,524288,0.010242462158203125,253911,50,80.9454,2.796
13.5,11,50,6279,524288,0.011976242065429688,302304,50,80.9454,2.796
13.5,12,50,2569,524288,0.0048999786376953125,119748,50,80.9454,2.796
13.5,13,50,92,524288,0.00017547607421875,2650,50,80.9454,2.796
13.5,14,50,4436,524288,0.00846099853515625,207700,50,80.9454,2.796
13.5,15,50,152,524288,0.0002899169921875,4542,50,80.9454,2.796
13.5,16,50,811,524288,0.0015468597412109375,29822,50,80.9454,2.796
13.5,17,50,50,524288,9.5367431640625e-05,1057,50,80.9454,2.796
13.5,18,50,1044,524288,0.00199127197265625,38179,50,80.9454,2.796
13.5,19,50,23,524288,4.38690185546875e-05,656,50,80.9454,2.796
13.5,20,50,44,524288,8.392333984375e-05,1189,50,80.9454,2.796
13.5,21,50,815,524288,0.0015544891357421875,34758,50,80.9454,2.796
13.5,22,50,1613,524288,0.0030765533447265625,55901,50,80.9454,2.796
13.5,23,50,2446,524288,0.004665374755859375,110665,50,80.9454,2.796
13.5,24,50,29,524288,5.53131103515625e-05,782,50,80.9454,2.796
13.5,25,50,1177,524288,0.0022449493408203125,43764,50,80.9454,2.796
13.5,26,50,108,524288,0.00020599365234375,2562,50,80.9454,2.796
13.5,27,50,502,524288,0.000957489013671875,18029,50,80.9454,2.796
13.5,28,50,304,524288,0.000579833984375,7257,50,80.9454,2.796
13.5,29,50,405,524288,0.0007724761962890625,14588,50,80.9454,2.796
13.5,30,50,2358,524288,0.004497528076171875,110840,50,80.9454,2.796
13.5,31,50,74,524288,0.000141143798828125,2076,50,80.9454,2.796
13.5,32,50,1486,524288,0.002834320068359375,59964,50,80.9454,2.796
13.5,33,50,33,524288,6.29425048828125e-05,781,50,80.9454,2.796
13.5,34,50,2178,524288,0.004154205322265625,104676,50,80.9454,2.796
13.5,35,50,6790,524288,0.012950897216796875,323320,50,80.9454,2.796
13.0,0,50,6894,524288,0.013149261474609375,334309,50,97.4305,3.39968
13.0,1,50,4160,524288,0.0079345703125,206019,50,97.4305,3.39968
13.0,2,50,1159,524288,0.0022106170654296875,50190,50,97.4305,3.39968
13.0,3,50,173,524288,0.0003299713134765625,7275,50,97.4305,3.39968
13.0,4,50,6863,524288,0.013090133666992188,323632,50,97.4305,3.39968
13.0,5,50,4821,524288,0.009195327758789062,235828,50,97.4305,3.39968
13.0,6,50,3773,524288,0.0071964263916015625,185704,50,97.4305,3.39968
13.0,7,50,328,524288,0.0006256103515625,13485,50,97.4305,3.39968
13.0,8,50,3943,524288,0.0075206756591796875,191927,50,97.4305,3.39968
13.0,9,50,51,524288,9.72747802734375e-05,1327,50,97.4305,3.39968
13.0,10,50,5725,524288,0.010919570922851562,272183,50,97.4305,3.39968
13.0,11,50,6531,524288,0.012456893920898438,316276,50,97.4305,3.39968
13.0,12,50,2838,524288,0.005413055419921875,131417,50,97.4305,3.39968
13.0,13,50,191,524288,0.0003643035888671875,4550,50,97.4305,3.39968
13.0,14,50,4682,524288,0.008930206298828125,222138,50,97.4305,3.39968
13.0,15,50,280,524288,0.0005340576171875,9662,50,97.4305,3.39968
13.0,16,50,1035,524288,0.0019741058349609375,39138,50,97.4305,3.39968
13.0,17,50,56,524288,0.0001068115234375,1725,50,97.4305,3.39968
13.0,18,50,1397,524288,0.0026645660400390625,54439,50,97.4305,3.39968
13.0,19,50,34,524288,6.4849853515625e-05,965,50,97.4305,3.39968
13.0,20,50,68,524288,0.00012969970703125,1732,50,97.4305,3.39968
13.0,21,50,980,524288,0.00186920166015625,44053,50,97.4305,3.39968
13.0,22,50,1879,524288,0.0035839080810546875,72156,50,97.4305,3.39968
13.0,23,50,2629,524288,0.0050144195556640625,121163,50,97.4305,3.39968
13.0,24,50,41,524288,7.82012939453125e-05,1202,50,97.4305,3.39968
13.0,25,50,1682,524288,0.003208160400390625,67300,50,97.4305,3.39968
13.0,26,50,181,524288,0.0003452301025390625,5569,50,97.4305,3.39968
13.0,27,50,900,524288,0.00171661376953125,33982,50,97.4305,3.39968
13.0,28,50,678,524288,0.001293182373046875,22297,50,97.4305,3.39968
13.0,29,50,555,524288,0.0010585784912109375,22927,50,97.4305,3.39968
13.0,30,50,2686,524288,0.005123138427734375,124276,50,97.4305,3.39968
13.0,31,50,145,524288,0.0002765655517578125,4120,50,97.4305,3.39968
13.0,32,50,1843,524288,0.0035152435302734375,82486,50,97.4305,3.39968
13.0,33,50,45,524288,8.58306884765625e-05,1186,50,97.4305,3.39968
13.0,34,50,2226,524288,0.004245758056640625,106660,50,97.4305,3.39968
13.0,35,50,7145,524288,0.013628005981445312,340660,50,97.4305,3.39968
14.5,0,50,6081,524288,0.011598587036132812,294521,50,57.7501,1.87799
14.5,1,50,4090,524288,0.007801055908203125,201932,50,57.7501,1.87799
14.5,2,50,696,524288,0.0013275146484375,26825,50,57.7501,1.87799
14.5,3,50,102,524288,0.000194549560546875,4120,50,57.7501,1.87799
14.5,4,50,6057,524288,0.011552810668945312,284523,50,57.7501,1.87799
14.5,5,50,4283,524288,0.008169174194335938,211018,50,57.7501,1.87799
14.5,6,50,3516,524288,0.00670623779296875,169383,50,57.7501,1.87799
14.5,7,50,102,524288,0.000194549560546875,3140,50,57.7501,1.87799
14.5,8,50,3767,524288,0.0071849822998046875,184732,50,57.7501,1.87799
14.5,9,50,27,524288,5.14984130859375e-05,484,50,57.7501,1.87799
14.5,10,50,4604,524288,0.00878143310546875,222808,50,57.7501,1.87799
14.5,11,50,5752,524288,0.0109710693359375,271324,50,57.7501,1.87799
14.5,12,50,2254,524288,0.004299163818359375,102654,50,57.7501,1.87799
14.5,13,50,47,524288,8.96453857421875e-05,1190,50,57.7501,1.87799
14.5,14,50,3715,524288,0.0070858001708984375,170821,50,57.7501,1.87799
14.5,15,50,48,524288,9.1552734375e-05,1324,50,57.7501,1.87799
14.5,16,50,433,524288,0.0008258819580078125,12994,50,57.7501,1.87799
14.5,17,50,21,524288,4.00543212890625e-05,517,50,57.7501,1.87799
14.5,18,50,575,524288,0.0010967254638671875,17357,50,57.7501,1.87799
14.5,19,50,10,524288,1.9073486328125e-05,282,50,57.7501,1.87799
14.5,20,50,22,524288,4.1961669921875e-05,621,50,57.7501,1.87799
14.5,21,50,540,524288,0.00102996826171875,25141,50,57.7501,1.87799
14.5,22,50,1137,524288,0.0021686553955078125,32584,50,57.7501,1.87799
14.5,23,50,2188,524288,0.00417327880859375,96024,50,57.7501,1.87799
14.5,24,50,16,524288,3.0517578125e-05,439,50,57.7501,1.87799
14.5,25,50,514,524288,0.000980377197265625,18454,50,57.7501,1.87799
14.5,26,50,48,524288,9.1552734375e-05,757,50,57.7501,1.87799
14.5,27,50,155,524288,0.0002956390380859375,4555,50,57.7501,1.87799
14.5,28,50,57,524288,0.0001087188720703125,1224,50,57.7501,1.87799
14.5,29,50,164,524288,0.00031280517578125,4332,50,57.7501,1.87799
14.5,30,50,1925,524288,0.0036716461181640625,88527,50,57.7501,1.87799
14.5,31,50,55,524288,0.0001049041748046875,1235,50,57.7501,1.87799
14.5,32,50,690,524288,0.001316070556640625,17849,50,57.7501,1.87799
14.5,33,50,15,524288,2.86102294921875e-05,409,50,57.7501,1.87799
14.5,34,50,2077,524288,0.0039615631103515625,96250,50,57.7501,1.87799
14.5,35,50,6320,524288,0.012054443359375,291556,50,57.7501,1.87799
144.0,0,50,2117,524288,0.0040378570556640625,100472,50,10.168,0.27695
144.0,1,50,0,524288,0.0,0,0,10.168,0.27695
144.0,2,50,0,524288,0.0,0,0,10.168,0.27695
144.0,3,50,0,524288,0.0,0,0,10.168,0.27695
144.0,4,50,0,524288,0.0,0,0,10.168,0.27695
144.0,5,50,0,524288,0.0,0,0,10.168,0.27695
144.0,6,50,0,524288,0.0,0,0,10.168,0.27695
144.0,7,50,0,524288,0.0,0,0,10.168,0.27695
144.0,8,50,0,524288,0.0,0,0,10.168,0.27695
144.0,9,50,0,524288,0.0,0,0,10.168,0.27695
144.0,10,50,0,524288,0.0,0,0,10.168,0.27695
144.0,11,50,0,524288,0.0,0,0,10.168,0.27695
144.0,12,50,0,524288,0.0,0,0,10.168,0.27695
144.0,13,50,0,524288,0.0,0,0,10.168,0.27695
144.0,14,50,0,524288,0.0,0,0,10.168,0.27695
144.0,15,50,0,524288,0.0,0,0,10.168,0.27695
144.0,16,50,0,524288,0.0,0,0,10.168,0.27695
144.0,17,50,0,524288,0.0,0,0,10.168,0.27695
144.0,18,50,0,524288,0.0,0,0,10.168,0.27695
144.0,19,50,0,524288,0.0,0,0,10.168,0.27695
144.0,20,50,0,524288,0.0,0,0,10.168,0.27695
144.0,21,50,0,524288,0.0,0,0,10.168,0.27695
144.0,22,50,0,524288,0.0,0,0,10.168,0.27695
144.0,23,50,0,524288,0.0,0,0,10.168,0.27695
144.0,24,50,0,524288,0.0,0,0,10.168,0.27695
144.0,25,50,0,524288,0.0,0,0,10.168,0.27695
144.0,26,50,0,524288,0.0,0,0,10.168,0.27695
144.0,27,50,0,524288,0.0,0,0,10.168,0.27695
144.0,28,50,0,524288,0.0,0,0,10.168,0.27695
144.0,29,50,0,524288,0.0,0,0,10.168,0.27695
144.0,30,50,0,524288,0.0,0,0,10.168,0.27695
144.0,31,50,0,524288,0.0,0,0,10.168,0.27695
144.0,32,50,0,524288,0.0,0,0,10.168,0.27695
144.0,33,50,0,524288,0.0,0,0,10.168,0.27695
144.0,34,50,0,524288,0.0,0,0,10.168,0.27695
144.0,35,50,0,524288,0.0,0,0,10.168,0.27695
15.5,0,50,5449,524288,0.010393142700195312,264666,50,42.4308,1.33203
15.5,1,50,4043,524288,0.0077114105224609375,200020,50,42.4308,1.33203
15.5,2,50,470,524288,0.000896453857421875,16933,50,42.4308,1.33203
15.5,3,50,68,524288,0.00012969970703125,2319,50,42.4308,1.33203
15.5,4,50,5633,524288,0.010744094848632812,270661,50,42.4308,1.33203
15.5,5,50,4143,524288,0.007902145385742188,204124,50,42.4308,1.33203
15.5,6,50,3286,524288,0.006267547607421875,154054,50,42.4308,1.33203
15.5,7,50,45,524288,8.58306884765625e-05,1275,50,42.4308,1.33203
15.5,8,50,3704,524288,0.0070648193359375,181683,50,42.4308,1.33203
15.5,9,50,16,524288,3.0517578125e-05,318,50,42.4308,1.33203
15.5,10,50,4168,524288,0.0079498291015625,201257,50,42.4308,1.33203
15.5,11,50,4881,524288,0.009309768676757812,228633,50,42.4308,1.33203
15.5,12,50,1972,524288,0.00376129150390625,84554,50,42.4308,1.33203
15.5,13,50,25,524288,4.76837158203125e-05,687,50,42.4308,1.33203
15.5,14,50,3237,524288,0.0061740875244140625,140388,50,42.4308,1.33203
15.5,15,50,22,524288,4.1961669921875e-05,700,50,42.4308,1.33203
15.5,16,50,184,524288,0.0003509521484375,5622,50,42.4308,1.33203
15.5,17,50,11,524288,2.09808349609375e-05,295,50,42.4308,1.33203
15.5,18,50,339,524288,0.0006465911865234375,9193,50,42.4308,1.33203
15.5,19,50,7,524288,1.33514404296875e-05,193,50,42.4308,1.33203
15.5,20,50,17,524288,3.24249267578125e-05,444,50,42.4308,1.33203
15.5,21,50,469,524288,0.0008945465087890625,20461,50,42.4308,1.33203
15.5,22,50,537,524288,0.0010242462158203125,16345,50,42.4308,1.33203
15.5,23,50,1875,524288,0.0035762786865234375,83570,50,42.4308,1.33203
15.5,24,50,13,524288,2.47955322265625e-05,363,50,42.4308,1.33203
15.5,25,50,207,524288,0.0003948211669921875,5622,50,42.4308,1.33203
15.5,26,50,24,524288,4.57763671875e-05,352,50,42.4308,1.33203
15.5,27,50,43,524288,8.20159912109375e-05,1169,50,42.4308,1.33203
15.5,28,50,22,524288,4.1961669921875e-05,571,50,42.4308,1.33203
15.5,29,50,48,524288,9.1552734375e-05,1155,50,42.4308,1.33203
15.5,30,50,1644,524288,0.00313568115234375,77899,50,42.4308,1.33203
15.5,31,50,25,524288,4.76837158203125e-05,561,50,42.4308,1.33203
15.5,32,50,76,524288,0.00014495849609375,1314,49,42.4308,1.33203
15.5,33,50,12,524288,2.288818359375e-05,241,50,42.4308,1.33203
15.5,34,50,1809,524288,0.0034503936767578125,81590,50,42.4308,1.33203
15.5,35,50,5476,524288,0.01044464111328125,256906,50,42.4308,1.33203
15.0,0,50,5759,524288,0.010984420776367188,279218,50,43.4141,1.35843
15.0,1,50,4064,524288,0.00775146484375,200883,50,43.4141,1.35843
15.0,2,50,559,524288,0.0010662078857421875,21468,50,43.4141,1.35843
15.0,3,50,78,524288,0.000148773193359375,3018,50,43.4141,1.35843
15.0,4,50,5858,524288,0.011173248291015625,277664,50,43.4141,1.35843
15.0,5,50,4210,524288,0.008029937744140625,207329,50,43.4141,1.35843
15.0,6,50,3429,524288,0.0065402984619140625,162952,50,43.4141,1.35843
15.0,7,50,59,524288,0.0001125335693359375,1844,50,43.4141,1.35843
15.0,8,50,3730,524288,0.007114410400390625,183147,50,43.4141,1.35843
15.0,9,50,20,524288,3.814697265625e-05,378,50,43.4141,1.35843
15.0,10,50,4399,524288,0.008390426635742188,212056,50,43.4141,1.35843
15.0,11,50,5385,524288,0.010271072387695312,252100,50,43.4141,1.35843
15.0,12,50,2131,524288,0.0040645599365234375,93683,50,43.4141,1.35843
15.0,13,50,32,524288,6.103515625e-05,891,50,43.4141,1.35843
15.0,14,50,3482,524288,0.006641387939453125,153404,50,43.4141,1.35843
15.0,15,50,32,524288,6.103515625e-05,907,50,43.4141,1.35843
15.0,16,50,258,524288,0.000492095947265625,7995,50,43.4141,1.35843
15.0,17,50,18,524288,3.4332275390625e-05,397,50,43.4141,1.35843
15.0,18,50,353,524288,0.0006732940673828125,10628,50,43.4141,1.35843
15.0,19,50,7,524288,1.33514404296875e-05,191,50,43.4141,1.35843
15.0,20,50,17,524288,3.24249267578125e-05,499,50,43.4141,1.35843
15.0,21,50,500,524288,0.00095367431640625,22707,50,43.4141,1.35843
15.0,22,50,703,524288,0.0013408660888671875,21659,50,43.4141,1.35843
15.0,23,50,1945,524288,0.0037097930908203125,89017,50,43.4141,1.35843
15.0,24,50,14,524288,2.6702880859375e-05,375,50,43.4141,1.35843
15.0,25,50,288,524288,0.00054931640625,9557,50,43.4141,1.35843
15.0,26,50,30,524288,5.7220458984375e-05,474,50,43.4141,1.35843
15.0,27,50,92,524288,0.00017547607421875,2086,50,43.4141,1.35843
15.0,28,50,30,524288,5.7220458984375e-05,760,50,43.4141,1.35843
15.0,29,50,87,524288,0.0001659393310546875,2041,50,43.4141,1.35843
15.0,30,50,1742,524288,0.003322601318359375,81919,50,43.4141,1.35843
15.0,31,50,51,524288,9.72747802734375e-05,823,50,43.4141,1.35843
15.0,32,50,305,524288,0.0005817413330078125,5016,50,43.4141,1.35843
15.0,33,50,15,524288,2.86102294921875e-05,307,50,43.4141,1.35843
15.0,34,50,1891,524288,0.0036067962646484375,87482,50,43.4141,1.35843
15.0,35,50,5846,524288,0.011150360107421875,270200,50,43.4141,1.35843
16.5,0,50,4844,524288,0.00923919677734375,237078,50,33.3239,1.02053
16.5,1,50,3997,524288,0.0076236724853515625,197742,50,33.3239,1.02053
16.5,2,50,298,524288,0.000568389892578125,9943,50,33.3239,1.02053
16.5,3,50,48,524288,9.1552734375e-05,1612,50,33.3239,1.02053
16.5,4,50,5389,524288,0.010278701782226562,259159,50,33.3239,1.02053
16.5,5,50,4067,524288,0.0077571868896484375,199009,50,33.3239,1.02053
16.5,6,50,2907,524288,0.0055446624755859375,134105,50,33.3239,1.02053
16.5,7,50,20,524288,3.814697265625e-05,725,50,33.3239,1.02053
16.5,8,50,3639,524288,0.0069408416748046875,179627,50,33.3239,1.02053
16.5,9,50,9,524288,1.71661376953125e-05,241,50,33.3239,1.02053
16.5,10,50,3931,524288,0.0074977874755859375,189558,50,33.3239,1.02053
16.5,11,50,4532,524288,0.00864410400390625,199363,50,33.3239,1.02053
16.5,12,50,1449,524288,0.0027637481689453125,59528,50,33.3239,1.02053
16.5,13,50,16,524288,3.0517578125e-05,526,50,33.3239,1.02053
16.5,14,50,2674,524288,0.005100250244140625,108446,50,33.3239,1.02053
16.5,15,50,16,524288,3.0517578125e-05,571,50,33.3239,1.02053
16.5,16,50,100,524288,0.00019073486328125,2472,50,33.3239,1.02053
16.5,17,50,6,524288,1.1444091796875e-05,219,50,33.3239,1.02053
16.5,18,50,112,524288,0.000213623046875,2295,50,33.3239,1.02053
16.5,19,50,3,524288,5.7220458984375e-06,110,50,33.3239,1.02053
