threshold,layer,records,max_batch_outliers,target_values,max_batch_outlier_ratio,total_outliers,nonzero_batches,ppl,ppl_err
10.0,0,50,8425,524288,0.016069412231445312,413117,50,91.2166,3.18063
10.0,1,50,4277,524288,0.008157730102539062,211829,50,91.2166,3.18063
10.0,2,50,2652,524288,0.00505828857421875,123286,50,91.2166,3.18063
10.0,3,50,772,524288,0.00147247314453125,33073,50,91.2166,3.18063
10.0,4,50,9054,524288,0.017269134521484375,441053,50,91.2166,3.18063
10.0,5,50,8559,524288,0.016324996948242188,417188,50,91.2166,3.18063
10.0,6,50,4052,524288,0.00772857666015625,199021,50,91.2166,3.18063
10.0,7,50,962,524288,0.001834869384765625,44544,50,91.2166,3.18063
10.0,8,50,4450,524288,0.008487701416015625,216272,50,91.2166,3.18063
10.0,9,50,425,524288,0.0008106231689453125,15832,50,91.2166,3.18063
10.0,10,50,7218,524288,0.013767242431640625,352623,50,91.2166,3.18063
10.0,11,50,7627,524288,0.014547348022460938,374254,50,91.2166,3.18063
10.0,12,50,5203,524288,0.009923934936523438,243280,50,91.2166,3.18063
10.0,13,50,1391,524288,0.0026531219482421875,49591,50,91.2166,3.18063
10.0,14,50,6511,524288,0.012418746948242188,314216,50,91.2166,3.18063
10.0,15,50,1786,524288,0.003406524658203125,75127,50,91.2166,3.18063
10.0,16,50,2787,524288,0.0053157806396484375,121221,50,91.2166,3.18063
10.0,17,50,1186,524288,0.002262115478515625,41720,50,91.2166,3.18063
10.0,18,50,2572,524288,0.00490570068359375,105784,50,91.2166,3.18063
10.0,19,50,836,524288,0.00159454345703125,30471,50,91.2166,3.18063
10.0,20,50,891,524288,0.0016994476318359375,33477,50,91.2166,3.18063
10.0,21,50,2302,524288,0.004390716552734375,95828,50,91.2166,3.18063
10.0,22,50,3788,524288,0.00722503662109375,154989,50,91.2166,3.18063
10.0,23,50,4460,524288,0.00850677490234375,186639,50,91.2166,3.18063
10.0,24,50,579,524288,0.0011043548583984375,20175,50,91.2166,3.18063
10.0,25,50,3560,524288,0.0067901611328125,155439,50,91.2166,3.18063
10.0,26,50,1189,524288,0.0022678375244140625,39889,50,91.2166,3.18063
10.0,27,50,2361,524288,0.0045032501220703125,98097,50,91.2166,3.18063
10.0,28,50,3783,524288,0.0072154998779296875,156782,50,91.2166,3.18063
10.0,29,50,1426,524288,0.002719879150390625,61657,50,91.2166,3.18063
10.0,30,50,3602,524288,0.006870269775390625,174733,50,91.2166,3.18063
10.0,31,50,1631,524288,0.0031108856201171875,67086,50,91.2166,3.18063
10.0,32,50,2654,524288,0.005062103271484375,124731,50,91.2166,3.18063
10.0,33,50,563,524288,0.0010738372802734375,18632,50,91.2166,3.18063
10.0,34,50,2866,524288,0.005466461181640625,131297,50,91.2166,3.18063
10.0,35,50,7879,524288,0.015027999877929688,380423,50,91.2166,3.18063
12.0,0,50,7401,524288,0.014116287231445312,361304,50,124.1883,4.56444
12.0,1,50,4198,524288,0.008007049560546875,207995,50,124.1883,4.56444
12.0,2,50,1621,524288,0.0030918121337890625,71571,50,124.1883,4.56444
12.0,3,50,245,524288,0.0004673004150390625,9666,50,124.1883,4.56444
12.0,4,50,7664,524288,0.014617919921875,368644,50,124.1883,4.56444
12.0,5,50,5568,524288,0.0106201171875,272082,50,124.1883,4.56444
12.0,6,50,3895,524288,0.0074291229248046875,191769,50,124.1883,4.56444
12.0,7,50,509,524288,0.0009708404541015625,23146,50,124.1883,4.56444
12.0,8,50,4024,524288,0.0076751708984375,197289,50,124.1883,4.56444
12.0,9,50,98,524288,0.000186920166015625,3089,50,124.1883,4.56444
12.0,10,50,6227,524288,0.011877059936523438,300919,50,124.1883,4.56444
12.0,11,50,7026,524288,0.013401031494140625,341023,50,124.1883,4.56444
12.0,12,50,3567,524288,0.0068035125732421875,160747,50,124.1883,4.56444
12.0,13,50,375,524288,0.0007152557373046875,11495,50,124.1883,4.56444
12.0,14,50,5292,524288,0.01009368896484375,254367,50,124.1883,4.56444
12.0,15,50,527,524288,0.0010051727294921875,20772,50,124.1883,4.56444
12.0,16,50,1433,524288,0.0027332305908203125,57553,50,124.1883,4.56444
12.0,17,50,210,524288,0.000400543212890625,5629,50,124.1883,4.56444
12.0,18,50,1827,524288,0.0034847259521484375,73214,50,124.1883,4.56444
12.0,19,50,109,524288,0.0002079010009765625,3392,50,124.1883,4.56444
12.0,20,50,183,524288,0.0003490447998046875,5680,50,124.1883,4.56444
12.0,21,50,1215,524288,0.0023174285888671875,57059,50,124.1883,4.56444
12.0,22,50,2348,524288,0.00447845458984375,91604,50,124.1883,4.56444
12.0,23,50,2970,524288,0.005664825439453125,135836,50,124.1883,4.56444
12.0,24,50,97,524288,0.0001850128173828125,2858,50,124.1883,4.56444
12.0,25,50,2250,524288,0.004291534423828125,88557,50,124.1883,4.56444
12.0,26,50,426,524288,0.000812530517578125,17528,50,124.1883,4.56444
12.0,27,50,1439,524288,0.0027446746826171875,51365,50,124.1883,4.56444
12.0,28,50,1494,524288,0.002849578857421875,51472,50,124.1883,4.56444
12.0,29,50,699,524288,0.0013332366943359375,30262,50,124.1883,4.56444
12.0,30,50,2991,524288,0.0057048797607421875,136720,50,124.1883,4.56444
12.0,31,50,355,524288,0.0006771087646484375,10897,50,124.1883,4.56444
12.0,32,50,2206,524288,0.004207611083984375,100810,50,124.1883,4.56444
12.0,33,50,117,524288,0.0002231597900390625,3287,50,124.1883,4.56444
12.0,34,50,2329,524288,0.0044422149658203125,109903,50,124.1883,4.56444
12.0,35,50,7370,524288,0.014057159423828125,356369,50,124.1883,4.56444
128.0,0,50,3013,524288,0.0057468414306640625,140914,50,9.9362,0.26511
128.0,1,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,2,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,3,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,4,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,5,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,6,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,7,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,8,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,9,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,10,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,11,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,12,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,13,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,14,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,15,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,16,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,17,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,18,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,19,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,20,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,21,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,22,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,23,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,24,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,25,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,26,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,27,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,28,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,29,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,30,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,31,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,32,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,33,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,34,50,0,524288,0.0,0,0,9.9362,0.26511
128.0,35,50,0,524288,0.0,0,0,9.9362,0.26511
14.0,0,50,6378,524288,0.012165069580078125,308343,50,66.5679,2.22864
14.0,1,50,4125,524288,0.007867813110351562,203208,50,66.5679,2.22864
14.0,2,50,819,524288,0.0015621185302734375,33406,50,66.5679,2.22864
14.0,3,50,140,524288,0.00026702880859375,5266,50,66.5679,2.22864
14.0,4,50,6254,524288,0.011928558349609375,294859,50,66.5679,2.22864
14.0,5,50,4413,524288,0.008417129516601562,216247,50,66.5679,2.22864
14.0,6,50,3608,524288,0.0068817138671875,175952,50,66.5679,2.22864
14.0,7,50,144,524288,0.000274658203125,5234,50,66.5679,2.22864
14.0,8,50,3826,524288,0.007297515869140625,186837,50,66.5679,2.22864
14.0,9,50,32,524288,6.103515625e-05,642,50,66.5679,2.22864
14.0,10,50,4955,524288,0.009450912475585938,236768,50,66.5679,2.22864
14.0,11,50,6027,524288,0.011495590209960938,286158,50,66.5679,2.22864
14.0,12,50,2382,524288,0.004543304443359375,109168,50,66.5679,2.22864
14.0,13,50,60,524288,0.00011444091796875,1722,50,66.5679,2.22864
14.0,14,50,4008,524288,0.0076446533203125,183425,50,66.5679,2.22864
14.0,15,50,90,524288,0.000171661376953125,2358,50,66.5679,2.22864
14.0,16,50,505,524288,0.0009632110595703125,17451,50,66.5679,2.22864
14.0,17,50,31,524288,5.91278076171875e-05,689,50,66.5679,2.22864
14.0,18,50,693,524288,0.0013217926025390625,23652,50,66.5679,2.22864
14.0,19,50,16,524288,3.0517578125e-05,382,50,66.5679,2.22864
14.0,20,50,43,524288,8.20159912109375e-05,880,50,66.5679,2.22864
14.0,21,50,632,524288,0.0012054443359375,28215,50,66.5679,2.22864
14.0,22,50,1413,524288,0.0026950836181640625,43039,50,66.5679,2.22864
14.0,23,50,2279,524288,0.0043468475341796875,101759,50,66.5679,2.22864
14.0,24,50,28,524288,5.340576171875e-05,650,50,66.5679,2.22864
14.0,25,50,753,524288,0.0014362335205078125,28784,50,66.5679,2.22864
14.0,26,50,71,524288,0.0001354217529296875,1405,50,66.5679,2.22864
14.0,27,50,280,524288,0.0005340576171875,9996,50,66.5679,2.22864
14.0,28,50,152,524288,0.0002899169921875,3213,50,66.5679,2.22864
14.0,29,50,273,524288,0.0005207061767578125,8958,50,66.5679,2.22864
14.0,30,50,2189,524288,0.0041751861572265625,101469,50,66.5679,2.22864
14.0,31,50,59,524288,0.0001125335693359375,1371,50,66.5679,2.22864
14.0,32,50,1076,524288,0.00205230712890625,37552,50,66.5679,2.22864
14.0,33,50,23,524288,4.38690185546875e-05,525,50,66.5679,2.22864
14.0,34,50,2201,524288,0.0041980743408203125,103833,50,66.5679,2.22864
14.0,35,50,6729,524288,0.012834548950195312,309752,50,66.5679,2.22864
16.0,0,50,5153,524288,0.009828567504882812,250754,50,38.9984,1.21778
16.0,1,50,4013,524288,0.0076541900634765625,198798,50,38.9984,1.21778
16.0,2,50,374,524288,0.000713348388671875,13102,50,38.9984,1.21778
16.0,3,50,57,524288,0.0001087188720703125,1955,50,38.9984,1.21778
16.0,4,50,5506,524288,0.010501861572265625,264802,50,38.9984,1.21778
16.0,5,50,4097,524288,0.007814407348632812,201353,50,38.9984,1.21778
16.0,6,50,3188,524288,0.00608062744140625,145095,50,38.9984,1.21778
16.0,7,50,29,524288,5.53131103515625e-05,937,50,38.9984,1.21778
16.0,8,50,3658,524288,0.006977081298828125,180655,50,38.9984,1.21778
16.0,9,50,11,524288,2.09808349609375e-05,284,50,38.9984,1.21778
16.0,10,50,3999,524288,0.0076274871826171875,192434,50,38.9984,1.21778
16.0,11,50,4734,524288,0.009029388427734375,211072,50,38.9984,1.21778
16.0,12,50,1681,524288,0.0032062530517578125,72232,50,38.9984,1.21778
16.0,13,50,18,524288,3.4332275390625e-05,578,50,38.9984,1.21778
16.0,14,50,2770,524288,0.005283355712890625,125260,50,38.9984,1.21778
16.0,15,50,19,524288,3.62396240234375e-05,612,50,38.9984,1.21778
16.0,16,50,157,524288,0.0002994537353515625,4039,50,38.9984,1.21778
16.0,17,50,9,524288,1.71661376953125e-05,246,50,38.9984,1.21778
16.0,18,50,246,524288,0.000469207763671875,6572,50,38.9984,1.21778
16.0,19,50,7,524288,1.33514404296875e-05,167,50,38.9984,1.21778
16.0,20,50,21,524288,4.00543212890625e-05,387,50,38.9984,1.21778
16.0,21,50,433,524288,0.0008258819580078125,17771,50,38.9984,1.21778
16.0,22,50,561,524288,0.0010700225830078125,11525,50,38.9984,1.21778
16.0,23,50,1802,524288,0.003437042236328125,75708,50,38.9984,1.21778
16.0,24,50,7,524288,1.33514404296875e-05,240,50,38.9984,1.21778
16.0,25,50,101,524288,0.0001926422119140625,1762,50,38.9984,1.21778
16.0,26,50,9,524288,1.71661376953125e-05,230,50,38.9984,1.21778
16.0,27,50,27,524288,5.14984130859375e-05,734,50,38.9984,1.21778
16.0,28,50,17,524288,3.24249267578125e-05,390,48,38.9984,1.21778
16.0,29,50,21,524288,4.00543212890625e-05,599,50,38.9984,1.21778
16.0,30,50,1534,524288,0.002925872802734375,70908,50,38.9984,1.21778
16.0,31,50,17,524288,3.24249267578125e-05,415,50,38.9984,1.21778
16.0,32,50,20,524288,3.814697265625e-05,203,40,38.9984,1.21778
16.0,33,50,9,524288,1.71661376953125e-05,215,50,38.9984,1.21778
16.0,34,50,1555,524288,0.0029659271240234375,67531,50,38.9984,1.21778
16.0,35,50,4975,524288,0.009489059448242188,236046,50,38.9984,1.21778
18.0,0,50,4328,524288,0.0082550048828125,213656,50,19.6577,0.55125
18.0,1,50,3922,524288,0.007480621337890625,193388,50,19.6577,0.55125
18.0,2,50,115,524288,0.0002193450927734375,3809,50,19.6577,0.55125
18.0,3,50,27,524288,5.14984130859375e-05,959,50,19.6577,0.55125
18.0,4,50,5023,524288,0.009580612182617188,240817,50,19.6577,0.55125
18.0,5,50,3986,524288,0.007602691650390625,193173,50,19.6577,0.55125
18.0,6,50,2196,524288,0.00418853759765625,95656,50,19.6577,0.55125
18.0,7,50,12,524288,2.288818359375e-05,406,50,19.6577,0.55125
18.0,8,50,3571,524288,0.0068111419677734375,176380,50,19.6577,0.55125
18.0,9,50,6,524288,1.1444091796875e-05,209,50,19.6577,0.55125
